tag,qid_highest,highest_question_viewcount,qid_lowest,lowest_question_viewcount
loose-coupling,690869,192,734857,73
lossless,706665,404,875421,117
lost-focus,813356,47,813356,47
lotus,591693,414,856786,30
lotus-notes,686384,1133,808072,32
lotusscript,686384,1133,566151,84
loupe,887602,61,887602,61
low-level,791533,1413,692083,131
low-level-api,676713,170,676713,170
low-memory,960089,66,960089,66
lower-bound,894423,109,894423,109
lowercase,929079,71,952612,19
lowlevel,654255,286,938987,55
lowpro,672218,172,672218,172
lpbyte,692451,286,692451,286
lptstr,597558,204,597558,204
lru,615648,225,615648,225
ls,598107,349,793483,31
ls-colors,598107,349,615282,174
ls-command,878249,110,878249,110
lsid,738750,85,738750,85
lsl,575547,205,723832,44
ltcg,709047,243,709047,243
lts,640580,144,640580,144
lua,570297,732,941626,12
lucene,737275,631,958043,11
luceneûnet,668441,234,958043,11
luhn,802039,127,802039,127
lvalue,844241,223,844241,223
lvm,763989,75,763989,75
lwgl,649292,114,649292,114
lwp,926457,95,874262,41
lxml,603287,372,863183,40
lynx,604666,125,921661,35
lynxos-178,805894,106,805894,106
lzh,795300,125,795300,125
lzma,795300,125,795300,125
lzo,795300,125,773962,65
lzo1x,773962,65,773962,65
m2crypto,884207,95,884207,95
m2eclipse,709126,86,823186,63
m2m,807470,46,807470,46
m4,799837,74,799837,74
m4a,697776,179,860388,41
mac,628838,789,942665,10
mac-address,850650,211,919801,33
mac-development,642627,92,642627,92
mac-mini,788597,35,788597,35
mac-os,680155,537,582909,65
macbook-air,581690,93,581690,93
macbookpro,817310,107,817310,107
macfuse,916080,42,916080,42
machine,678607,108,942045,57
machine-learning,683124,393,957320,51
machine-vision,887252,177,887252,177
machinekey,567674,139,567674,139
machineûconfig,577543,257,824938,51
macos,577866,244,929317,17
macosx,580292,643,923819,11
macports,582447,249,912450,19
macro,614338,266,923711,9
macrodef,643352,50,649659,32
macros,652788,1801,885890,14
macvim,830645,55,830645,55
maczoop,811106,98,811106,98
madexcept,603130,194,603130,194
maemo,900040,26,900040,26
maestro,850870,113,850870,113
maf,835182,145,835182,145
magazine,901254,28,901254,28
magento,576908,2106,955205,11
magic,598318,332,947020,39
magic-numbers,591384,332,563891,64
magnetic,634018,81,634018,81
magnetometer,834117,243,834117,243
magnolia,800113,52,800113,52
mahjong,914442,77,700363,49
mail,809924,449,958218,12
mail-address,688725,66,877742,57
mail-server,892266,108,892266,108
mailaddress,865903,43,865903,43
maildefinition,744117,93,744117,93
mailer,662708,74,828422,32
mailing-list,788596,302,912624,13
mailman,616772,136,616772,136
mailmerge,672432,226,749074,86
mailmessage,744117,93,794129,41
mailserver,818058,90,902771,42
mailsettings,788313,31,788313,31
mailto,733899,469,896853,45
main,564576,527,874695,39
main-class,708689,164,708689,164
main-memory-database,879093,36,879093,36
main-method,582686,198,663559,67
mainframe,665183,180,944816,27
mainstream,817607,105,817607,105
maintainability,679621,1466,620234,109
maintaining-old-code,616833,254,616833,254
maintainscrollpositionon,583860,103,583860,103
maintenance,593107,489,735547,32
make,601777,549,920413,26
make-up,849290,80,849290,80
make-wiki,658196,291,658196,291
makecert,566570,411,649264,59
makefile,598948,915,792106,21
makefiles,784469,89,784469,89
makemaker,638988,58,638988,58
makercert,657622,131,657622,131
mako,756898,75,922771,61
malbolge,859314,42,859314,42
malformed,932075,74,932075,74
malformedurlexception,905126,59,905126,59
malloc,654754,1172,677715,27
malware,826191,181,884781,30
malware-detection,575031,185,884781,30
mambo,763803,199,763803,199
mamp,647565,297,954910,31
man,587676,238,816007,44
man-in-the-middle,846402,125,846402,125
man-pages,944434,171,779975,60
managed,623062,4134,902652,18
managed-c++,721387,169,916507,13
managed-code,796931,678,771203,54
managed-extensibility-fr,732495,67,732495,67
managed-jscript,775339,187,937351,62
managedcode,830832,195,830832,195
manageddirectx,662195,54,720885,47
management,566767,1108,909138,20
management-studio,636578,180,888709,33
management-studio-express,828906,95,828906,95
manager,748136,388,802674,36
managers,575667,225,575667,225
manchester-syntax,842801,51,842588,30
mandelbrot,570297,732,570297,732
manifest,602802,555,956680,16
manifestûmf,682852,548,662335,157
manipulate,618851,189,796914,70
manipulation,563544,413,887594,41
manpage,944434,171,908735,15
manu,815940,71,815940,71
manual,916873,90,908735,15
manualresetevent,802650,118,802650,118
manuals,766830,140,805370,25
many-to-many,631850,560,947896,18
many-to-one,801730,140,909662,27
manytomany,570138,169,889040,21
manytomanyfield,958308,31,958308,31
map,641784,1023,902464,20
map-file,577330,179,577330,179
map-reduce,588920,111,887835,17
mapi,652549,1492,918194,27
mapisendmail,587136,204,587136,204
maple,769104,28,769104,28
mappath,944219,34,944219,34
mappers,815806,56,815806,56
mapping,655494,639,881545,20
mapping-services,678076,30,678076,30
mappings,600854,73,600854,73
mappoint,793999,48,620931,28
mapreduce,754301,827,838175,32
maproute,664955,102,847052,49
maps,576768,384,913074,16
mapserver,617839,173,751362,33
mapview,920741,17,920741,17
margin,568561,1039,955660,17
margins,857483,166,810483,28
markdown,605434,245,895135,30
markerfolding,799951,67,799951,67
markers,803750,202,850439,33
market,650896,72,899046,24
market-research,590030,283,899046,24
marketing,586385,235,742462,52
marketplace,716423,98,716423,98
markup,569737,330,841510,23
markup-extensions,608906,152,671941,39
marquee,601556,194,694205,41
marshal,728105,255,947265,51
marshalbyrefobject,784291,61,806744,47
marshaling,878073,131,852497,47
marshalling,680066,687,905923,22
mashup,586446,237,903620,31
mashups,917300,597,778306,17
mask,591333,403,839257,24
masked,593800,105,593800,105
maskededitextender,723472,281,892875,34
maskedtextbox,828546,342,642237,132
masm,832854,32,832854,32
mason,689276,107,689276,107
mass-assignment,951820,24,951820,24
mass-energy-equivalence,758753,678,758753,678
mass-update,928649,161,928649,161
masstransit,617859,350,617859,350
master,593628,383,903047,27
master-data-management,915531,64,915531,64
master-detail,690772,303,686351,94
master-pages,622265,348,739254,138
master-slave,745472,89,888327,39
masterdetail,952040,26,952040,26
masterpage,567180,582,957792,18
masterpages,788018,608,847519,13
masters-degree,641996,396,662263,66
masterwindow,587428,33,587428,33
match,594448,367,912954,11
matching,593265,234,733408,34
mate,894141,115,862452,28
materialized-views,637328,309,828871,82
math,731832,6937,919923,21
mathematica,580356,292,885910,19
mathematical,952194,348,738652,168
mathematical-notation,720993,283,720993,283
mathematical-optimization,637505,297,648521,94
mathml,775168,320,875478,64
maths,868997,207,771617,84
mathûh,631629,137,631629,137
mathûsqrt,825221,172,825221,172
matisse,781458,137,651054,45
matlab,572021,1017,908318,19
matlab-engine,815571,111,957313,61
matplotlib,843449,228,886716,25
matrices,576175,360,912418,42
matrix,618511,702,719051,28
mature-software,910009,136,910009,136
maven,574594,867,956416,11
maven-assembly,715375,156,715375,156
maven-authentication,781527,97,781527,97
maven-plugins,649955,507,871708,32
maven-profiles,781527,97,781527,97
maven-settings,781527,97,781527,97
maven-surefire-plugin,824019,94,824019,94
maven2,635543,529,911721,11
maven2plugin,635543,529,693911,95
max,612231,3501,933942,33
max-size,868997,207,868997,207
maximize,842131,113,906116,45
maximize-window,641323,84,641323,84
maximum,651665,375,840038,33
maxlength,879152,224,681434,205
maya,639744,138,820697,31
maze,622471,679,622471,679
mba,869324,540,704242,136
mbcs,680495,252,680495,252
mbean,728582,94,728582,94
mbeans,857014,28,857014,28
mbox,903711,60,903711,60
mbr,568359,364,917450,45
mbt,620188,52,620188,52
mbunit,691151,299,954993,9
mc68000,764481,138,910647,43
mcafee,594179,155,594179,155
mcisendstring,567953,278,642691,68
mcrypt,596706,539,893859,26
mcsd,675018,70,675018,70
mcts,736968,59,715864,40
md5,901639,405,827634,33
mda,899171,112,656522,78
mdac,848288,92,848288,92
mdb,680399,403,881623,18
mdb2,596644,141,936350,26
mdc,938907,22,938907,22
mdf,773059,532,959711,24
mdi,565423,713,957817,12
mdichild,603788,164,603412,147
mdiparent,603788,164,603412,147
mdns,775233,39,775233,39
mdx,595846,192,894156,13
mean,825402,258,895009,74
measurement,771998,228,942136,28
measureoverride,679389,66,679389,66
mechanicalturk,669406,119,701093,62
mechanize,669745,213,903143,23
media,869725,510,913292,19
media-library,897503,13,897503,13
media-player,647501,198,647501,198
media-temple,947960,17,947960,17
mediacenter,623213,96,846314,27
mediaelement,612494,117,879982,67
median,640286,269,875285,111
mediaplayer,869761,57,869761,57
mediastore,649057,309,649057,309
mediatemple,597616,109,879582,25
mediator,882459,78,815949,36
mediawiki,773029,306,853749,18
medical,756850,93,756850,93
medium,643970,24,643970,24
medium-trust,693308,241,886319,11
meetings,665790,600,923660,15
mef,856780,307,884083,22
megabyte,565704,1009,830577,27
mel,778083,35,778083,35
meld,631781,116,912450,19
memache,631903,144,631903,144
member,729363,345,896323,31
member-functions,767099,285,767099,285
member-initialization,743901,92,743901,92
member-pointers,613799,119,613799,119
membermanagement,847572,53,847572,53
members,647648,218,657920,127
membership,628137,268,903187,14
membership-provider,628137,268,959382,23
membershipdatabase,655750,51,655750,51
membershipprovider,801497,49,769286,33
membershipuser,777749,27,777749,27
memcache,566008,188,925329,25
memcached,625146,434,835849,22
memcheck,765913,305,765913,305
memcopy,567780,252,567780,252
memcpy,610238,850,851286,70
meme,871311,106,871311,106
memento,597792,543,883033,92
memo,717264,304,757422,67
memoization,696338,130,757110,55
memoize,633508,153,633508,153
memory,572620,6278,955034,9
memory-address,639514,152,831494,76
memory-alignment,878973,62,878973,62
memory-allocation,608370,768,953014,29
memory-consumption,856575,50,856575,50
memory-corruption,614842,543,835814,170
memory-dump,900921,93,878379,38
memory-editing,931257,102,931257,102
memory-footprint,795241,158,938319,75
memory-leaks,565871,842,870750,21
memory-management,565871,842,790543,21
memory-map,620206,104,620206,104
memory-mapped-files,641614,214,595516,81
memory-model,768078,209,768078,209
memory-optimization,618169,344,867471,131
memory-profiling,955034,9,955034,9
memory-stream,791161,291,791161,291
memory-usage,669438,523,839230,33
memorymapping,736556,381,736556,381
memorystream,732666,522,884910,48
memset,742415,349,873214,71
mentor,722401,347,877234,44
mentoring,673740,150,877234,44
menu,570871,815,812293,14
menu-control,581852,119,581852,119
menubar,564417,548,902293,32
menuitem,736511,712,836319,21
menus,617224,438,931863,30
menustrip,830326,52,830326,52
merb,732560,122,947165,20
merb-auth,947165,20,947165,20
mercurial,584522,792,899184,11
mercurialûini,898619,34,898619,34
mercury,565879,90,565879,90
merge,572237,851,952312,17
merge-module-project,683255,185,683255,185
merge-modules,620775,82,640438,16
merge-tracking,644929,49,644929,49
mergeddictionaries,689044,371,703206,174
mergemodule,773926,58,773926,58
mergesort,753237,414,938593,56
mergetool,585844,363,585844,363
merging,792910,519,879168,27
mersenne,644678,202,644678,202
mesh,861458,76,864933,32
message,827301,248,802964,23
message-filter,577113,22,577113,22
message-integrity,710805,110,710805,110
message-loop,946746,52,946746,52
message-passing,869333,69,843493,47
message-queue,731233,438,953167,21
messageboard,693371,61,693371,61
messagebox,651592,643,909024,30
messageboxes,881172,39,881172,39
messages,657932,427,900623,32
messagewindow,825583,34,825583,34
messaging,587899,406,898428,24
meta,741910,453,752861,30
meta-discussion,617617,394,888649,93
meta-model,943664,25,943664,25
meta-programming,593049,134,790626,67
metabase,578341,280,922472,27
metaclass,618960,182,815947,58
metadata,640390,251,866027,19
metadata-file-not-found,898559,46,898559,46
metadatatag,675402,177,675402,177
metafile,785837,40,785837,40
metalanguage,824673,46,824673,46
metalc,946116,104,944816,27
metaphone,604982,39,604982,39
metaphor,885777,101,885777,101
metaprogramming,563414,425,833125,31
metaweblog,660241,74,660241,74
method,731763,1086,895585,16
method-chaining,898526,56,898526,56
method-chains,700752,162,898526,56
method-dispatch,648903,155,807011,86
method-group,886822,124,886822,124
method-missing,715490,191,636277,109
method-names,796874,116,796874,116
method-overloading,719546,272,798434,107
method-signature,584664,201,726310,53
methodinfo,588149,351,919826,63
methodnotfound,952596,12,952596,12
methodology,677778,332,924250,43
methodoverloading,650574,208,650574,208
methods,596367,945,830563,29
metrics,881871,706,800367,27
metro,699254,359,590514,119
mex,573937,176,852192,60
mfc,608370,768,897207,11
mfc-feature-pack,760237,280,862068,12
mfc-networking,652605,91,722098,81
mft,764304,204,764304,204
mgrammar,676664,92,691461,44
mht,729793,79,869934,55
mhtml,916388,60,925210,30
mibs,737647,27,737647,27
micro-benchmark,804620,263,575317,238
micro-isv,651656,392,846937,60
micro-optimization,734158,541,848490,211
microbenchmark,918359,871,860231,260
microchip,761084,171,892661,110
microcontroller,765459,454,838112,35
microformats,728674,195,793636,93
microkernel,594297,90,755427,85
microphone,612154,266,946743,34
microsoft,783238,1718,711374,16
microsoft-ajax,812876,134,881873,100
microsoft-alternatives,867760,237,588261,150
microsoft-application-bl,578279,74,578279,74
microsoft-chart-controls,733638,102,733638,102
microsoft-commerce-server,899380,19,899380,19
microsoft-communicator,893973,52,893973,52
microsoft-expressionweb,599915,70,599915,70
microsoft-office,771462,119,807327,44
microsoft-word,597566,499,807327,44
microsoftword,893514,90,832441,59
microsoftûsdcûtasks,722646,174,821999,40
midas,751850,186,758280,68
middleware,583857,231,877716,34
midi,712679,180,660008,29
midl,755164,100,602410,43
midlet,593404,274,829582,31
midp,680782,113,859449,66
midpointround,938635,69,938635,69
miglayout,666992,105,815577,60
migrate,737989,221,675617,59
migrating,925698,46,925698,46
migration,742540,1210,913052,12
migrations,693928,392,907391,15
migratordotnet,941513,53,894120,19
migratorûnet,894120,19,894120,19
millisecond,896904,212,896904,212
milliseconds,588307,2427,939230,82
mime,599188,254,938005,22
mime-type,658238,873,922892,36
mimemessage,883532,46,883532,46
mimetype-fu,836351,52,836351,52
mimetypes,789986,154,789986,154
mimimal,597025,230,597025,230
min,741175,171,741175,171
min-heap,679731,114,679731,114
min-max,661254,66,661254,66
min-width,596970,233,596970,233
mindmapping,565081,275,852711,121
mindset,919080,226,919080,226
mindstorms,664615,384,786997,66
minesweeper,931257,102,931257,102
mingw,771756,499,947365,15
mingw32,680430,148,960692,22
mini-exiftool,936937,18,936937,18
mini-language,953185,55,953185,55
mini-laptop,736957,230,778945,78
minidom,706453,90,893930,30
minidump,873210,93,842569,70
minification,787789,91,787789,91
minifier,728260,207,871971,38
minify,807119,370,883241,36
minilzo,773962,65,773962,65
minimization,652283,182,669147,36
minimize,785054,299,960386,32
minimizer,702907,241,702907,241
minimum,929069,90,586990,49
minimum-spanning-tree,889961,130,889961,130
minixml,696007,52,696007,52
mint,844684,85,844684,85
minus,859255,93,574593,61
mipmaps,831893,62,889827,36
mips,678771,314,823896,65
mirroring,584422,397,847094,58
mirth,795462,35,940138,17
misbehaviour,943002,95,943002,95
misc,683117,253,904418,53
misra,647345,217,647345,217
missing,727392,170,957158,18
missing-controls,841293,93,841293,93
missing-features,733264,185,733264,185
missingmethodexception,887829,35,887829,35
mission-critical,660397,58,777942,34
misspelled,698196,196,698196,196
mistakes,879615,160,881945,126
misuse,812495,224,956998,27
misv,714522,85,714522,85
mit,706799,197,805387,196
miter,687173,262,687173,262
mix,768948,51,809985,46
mixed-authentication,710972,112,710972,112
mixed-case,683658,112,683658,112
mixed-language,611323,217,611323,217
mixed-mode,733948,114,733948,114
mixed-radix,759296,62,759296,62
mixin,587458,270,901949,33
mixing,591459,252,591459,252
mixins,591402,104,591402,104
mjpeg,801944,182,885160,51
mkdir,600268,587,705322,64
mkfifo,599358,135,599358,135
mkfs,880743,39,880743,39
mklink,815472,32,815472,32
mktime,762106,133,880664,41
ml,699689,231,877000,30
mmap,598444,419,839230,33
mmdbms,879093,36,879093,36
mmorpg,784617,654,811906,178
mms,778053,105,793596,63
mmûnet,579298,83,579298,83
mnemonics,919128,176,731192,69
