Tag,qid_highest,Highest_Question_Rating,qid_lowest,Lowest_Question_Rating
pod,717745,0,717745,0
pod2html,717745,0,717745,0
podcast,612892,22,622709,-1
podcast-producer,759687,1,759687,1
podcasts,871637,2,871637,2
poedit,873017,0,873017,0
poi,789986,3,647347,-1
poi-hssf,861877,1,610466,0
point,604203,6,700087,-1
point-in-time,706236,1,706236,1
point-of-sale,580068,2,583437,0
point-of-service,583437,0,583437,0
point-sprites,907756,2,907756,2
point3d,894842,0,894842,0
pointer,645994,12,654108,-2
pointer-arithmetic,759663,7,784764,1
pointer-to-member,705854,2,861133,1
pointers,724688,18,827450,-3
pointfree,907306,6,907306,6
points,574732,4,678440,1
poisson,750325,2,750325,2
pojo,739689,5,919608,-1
poker,790668,4,608915,0
policy,784214,1,707244,0
policy-injection,872675,2,872675,2
policy-server,671704,0,671704,0
policyfiles,706169,1,706169,1
politics,954905,9,652615,0
poll,888224,79,602152,-10
polling,937713,6,596438,0
polls,794369,26,824825,-5
polygon,610462,4,689306,-2
polygons,776248,1,776248,1
polymorphic,655494,3,594874,1
polymorphic-associations,922184,3,697840,0
polymorphism,876948,10,767376,-1
polynomial-math,573522,2,651648,0
polynomialtime,766389,0,766389,0
pom,754216,0,754216,0
pool,740844,3,925893,0
pooling,734443,0,734443,0
poorly-formulated,787835,0,787835,0
pop,803899,1,803899,1
pop-up,710966,1,710966,1
pop-ups,707818,2,709487,0
pop3,718820,3,614182,0
popen,589093,2,650877,0
poplib,625148,0,617892,-1
popover,655093,0,655093,0
popularity,934500,11,743256,-1
populate,624208,1,816083,-2
populationcount,697978,2,697978,2
popup,758906,6,581959,0
popup-balloons,697714,1,697714,1
popups,806738,0,806738,0
popupwindow,718583,2,718583,2
port,654197,4,616065,-1
port-triggering,708934,2,708934,2
portability,927626,11,603578,0
portable,589387,5,630981,-1
portable-apps,834470,12,692412,-6
portable-contacts,694283,2,694283,2
portable-database,575172,1,644765,0
portable-executable,885965,0,885965,0
portal,838786,2,579851,0
portal-server,713161,2,713161,2
portal-system,785277,0,785277,0
portfolio,617017,6,837841,-1
portfolio-management,655917,2,655917,2
portforwarding,567954,0,567954,0
porting,771136,5,564990,0
portlet,838786,2,725546,0
portlisten,913524,0,913524,0
ports,603765,4,571507,0
portuguese,582415,0,582415,0
pos,794162,0,794162,0
position,853219,2,606080,0
positioning,749838,2,946541,-1
posix,665898,4,594851,0
possible-bug,768020,0,768020,0
post,626057,6,599015,-3
post-build-event,922607,1,922607,1
post-commit,926354,3,715967,0
post-data,870022,1,870022,1
post-method,619614,0,619614,0
post-redirect-get,919516,0,919516,0
post-webform,643105,2,643105,2
postal-code,929684,8,682093,0
postback,760912,10,568784,0
postbackurl,655864,0,655864,0
postbuild-event,705209,1,642877,0
postcode,682093,0,682093,0
postdata,570015,0,570015,0
postfix,894804,3,708732,0
postfix-notation,789847,0,789847,0
postgis,586444,4,783393,0
postgresql,761204,24,599532,-1
postinfo,752861,1,752861,1
postmessage,582115,1,937641,0
postmortem-debugging,569145,1,733948,0
postscript,816482,2,624678,0
postsharp,615530,1,601747,0
potrait,733686,0,733686,0
power,737419,2,615969,0
power-aware,955209,3,955209,3
power-law,918736,2,703924,0
power-management,694475,4,789039,2
power-off,604727,1,604727,1
power-saving,726596,2,726596,2
powerbuilder,605619,3,944136,0
powercobol,812867,1,812867,1
powermanagement,867682,0,867682,0
powerpc,612377,0,612377,0
powerpoint,569698,4,646659,0
powershell,573623,13,570330,0
powershell-v1û0,801967,2,606312,0
powershell-v2û0,742262,3,570330,0
pox,570190,1,893795,0
pp,837387,0,837387,0
ppc,876568,0,876568,0
ppp,704230,1,650954,0
pppoe,704230,1,704230,1
practical,847460,2,842414,-4
practice,602758,6,669850,-1
practices,793091,2,793091,2
pragma,876471,6,860109,0
pragmatic-programming,902994,6,903336,-3
pre,575072,1,575072,1
pre-buildevent,876497,2,768282,1
pre-commit,884608,4,680886,0
pre-commit-hook,590748,1,590748,1
pre-compilation,884186,6,851522,1
pre-release,713740,4,713740,4
prebuild,635346,0,635346,0
precedence,776462,3,687684,0
precision,696769,5,613323,-1
precompiled,677252,1,638925,0
precompiled-headers,688053,7,645747,-1
predicate,787446,4,601619,0
predict,564084,0,564084,0
prediction,758036,4,726565,0
preemption,817059,2,817059,2
preferences,826613,2,590797,0
preferred-solution,912965,4,644692,2
prefetch,784041,4,644441,0
prefix,894804,3,707199,0
preformance-tuning,645733,2,645733,2
prefuse,591839,4,793712,0
preg,694344,2,570357,0
preg-match,749370,1,683702,0
preg-match-all,948795,1,586523,0
preg-quote,701172,0,701172,0
preg-replace,643113,2,701172,0
preg-replace-callback,701172,0,701172,0
preload,932859,1,775008,0
preloader,728261,4,760580,-1
premature-optimization,734158,7,888204,1
prempt,705187,1,705187,1
prepared-statement,732561,4,618902,0
preprocessing,938293,0,938293,0
preprocessor,652788,14,574362,-1
preprocessor-abuse,652788,14,824639,3
preprocessor-directives,886718,2,645165,0
prerequesthandler,659694,0,659694,0
prerequisites,566259,0,566259,0
presentation,800946,3,675323,0
presentation-layer,821276,16,723404,0
presentation-model,823992,1,788087,0
presentations,748252,19,814687,-1
presenter,627625,0,627625,0
presenter-first,705268,3,705268,3
pretty-print,668952,5,734413,0
pretty-url,634014,1,634014,1
prettyprint,798180,2,851797,0
prevention,638494,10,850702,0
preview,749297,14,577526,0
previous-installation,775259,2,775259,2
prezi,639760,0,639760,0
pricing,572006,6,959101,0
primary,734689,2,592477,0
primary-interop-assembly,846927,1,604930,0
primary-key,707657,9,565792,0
primary-key-design,840193,2,840193,2
primarykey,829284,1,829284,1
primavera,570983,0,570983,0
prime,627463,3,598952,-12
prime-factoring,929712,3,903555,2
prime-number,960980,2,719049,0
prime-numbers,586284,3,586284,3
primes,929712,3,791808,-4
primitive,831888,5,626408,0
primitive-types,630808,3,618204,-4
primitives,735832,3,777710,1
principal,770424,0,770424,0
principalpermission,787683,1,787683,1
principles,842026,7,751652,1
print,944991,9,613323,-1
print-css,765349,2,764520,0
print-driver,721825,1,721825,1
print-screen,700723,0,700723,0
print-webpage,813520,0,813520,0
printer,887785,4,630018,0
printers,737702,3,676616,0
printf,760104,5,783326,-4
printing,682188,4,570057,0
printing-web-page,616200,2,681935,1
printscreen,696927,0,696927,0
printstream,852838,7,852838,7
priorities,951027,5,951027,5
priority,714796,4,619543,0
priority-encoder,757059,7,757059,7
priority-queue,952622,5,637913,0
prism,850691,3,602121,0
privacy,788408,5,784112,0
private,844658,27,880675,-1
private-constructor,708952,0,708952,0
private-header,958671,6,958671,6
private-members,726096,6,833047,0
private-messaging,763411,0,763411,0
private-methods,717504,0,717504,0
privatebinpath,806467,0,806467,0
privatekey,673604,1,688809,0
privateobject,916507,0,916507,0
priveleges,668389,1,668389,1
privilege-elevation,852867,2,852867,2
privileges,910241,5,725279,0
prng,678013,3,617449,0
probability,641318,5,648686,0
probably-homework,909956,2,909956,2
problem,604094,9,662466,0
problem-domain,574942,0,574942,0
problem-solving,767912,14,582682,0
problems,807585,3,907412,-3
proc,825072,1,626865,0
proc-datasets,801788,4,801788,4
proc-sql,801788,4,801788,4
procdure,732906,1,732906,1
procedural,811099,2,713499,1
procedural-generation,610892,6,914596,1
procedural-music,850412,6,850412,6
procedural-programming,674722,12,695865,1
procedure,721090,2,741625,0
procedures,710290,0,710290,0
proces,875190,0,875190,0
process,682882,12,566835,0
process-control,752214,3,752214,3
process-elevation,707497,0,707497,0
process-global,669989,0,669989,0
process-improvement,789694,1,933205,0
process-management,889226,1,889226,1
process-migration,787318,4,787318,4
process-template,909223,0,909223,0
process-tree,604522,2,604522,2
processes,801604,8,939978,-1
processid,648410,1,648410,1
processing,948368,3,598771,0
processing-efficiency,672294,6,672294,6
processing-js,843792,1,843792,1
processing-language,786538,2,786538,2
processing-time,628229,0,628229,0
processingûjs,856947,1,881146,0
processlist,929612,1,929612,1
processor,586609,4,702592,0
processor-usage,578952,1,578952,1
processors,877896,2,883421,-1
processstartinfo,733899,0,733899,0
processvaluechange,676743,0,676743,0
processûstart,884012,2,884012,2
producer-consumer,826161,2,681800,0
product,615227,25,773759,0
product-distribution,613949,0,613949,0
product-management,590220,3,613949,0
product-owner,747765,0,747765,0
product-recommendation,656351,3,656351,3
product-review,680104,1,680104,1
product-selection,591135,2,591135,2
production,956428,6,626338,0
production-environment,639668,6,893950,0
productivity,784461,203,719188,-3
productivity-enhancing,851402,2,851402,2
productivity-tools,805866,0,805866,0
profession,931146,1,931146,1
professional,931026,4,931026,4
professional-development,566767,23,567020,4
professional-experience,779979,7,645471,0
professionalism,941152,2,651798,-2
profile,756873,6,568973,0
profiler,730773,5,596855,0
profilers,691794,2,691794,2
profiles,874848,1,652980,0
profiling,582336,18,577203,0
profilingtools,619898,3,863893,0
profit,938622,8,928721,3
program,621157,1,750805,-1
program-design,947874,1,947874,1
program-flow,682553,1,682553,1
program-management,651093,4,869330,2
programatically,893717,4,735462,0
programatically-access,625262,0,625262,0
programmable-completion,592733,2,592733,2
programmatic,809382,1,809382,1
programmatically,566800,1,809842,0
programmer,806659,63,902363,0
programmer-efficiency,645440,2,820354,1
programmer-employment,806298,2,806298,2
programmer-related,599776,4,599776,4
programmer-skills,763464,9,579324,0
programmer-tools,939430,-1,939430,-1
programmers,766423,9,665910,-1
programming,888224,79,576136,-15
programming-books,832941,2,887258,0
programming-by-contract,598978,-4,598978,-4
programming-conferences,727000,2,727000,2
programming-contest,822531,5,822531,5
programming-decisions,779511,6,779511,6
programming-fundamentals,684648,14,675926,0
programming-history,632145,5,834115,0
programming-internships,597508,3,597508,3
programming-language,735819,4,604029,1
programming-languages,648246,35,576136,-15
programming-methodology,720640,3,720640,3
programming-paradigms,567528,8,743316,0
programming-related,753418,1,753418,1
programming-style,787718,2,766885,0
programming-terms,719939,6,691437,4
programming-theory,805720,8,805720,8
programming-tools,764914,2,764914,2
programmming,599083,7,789151,-1
programs-for-dvorak,575005,4,575005,4
progress,852670,6,606176,0
progress-4gl,811198,1,811213,0
progress-bar,597411,1,588083,0
progressbar,689827,7,655780,0
progressive-download,599457,4,785801,1
progressive-enhancement,569629,2,888703,0
progresstracker,595133,0,595133,0
proguard,662335,1,662335,1
project,892731,13,591369,0
project+,583778,1,583778,1
project-2007,751638,0,751638,0
project-euler,582336,18,717861,-6
project-failure,802551,0,802551,0
project-file,777055,0,777055,0
project-handoff,678605,2,678605,2
project-hosting,683600,1,683600,1
project-ideas,732331,4,779776,-1
project-leader,629391,3,629391,3
project-management,630356,26,722983,-8
project-management-tools,609946,2,796785,0
project-organization,572519,9,711539,0
project-planning,718709,9,722983,-8
project-reference,831835,1,767720,0
project-server,669522,0,669522,0
project-structure,951636,4,929661,0
project-template,614398,0,614398,0
projection,701504,2,688240,0
projector,866444,0,866444,0
projects,690158,17,814687,-1
projects-and-solutions,690033,20,601268,0
projects-organization,647462,2,647462,2
projectstartup,881590,2,881590,2
projecttemplate,794655,0,794655,0
prolog,630007,7,638000,0
promoting,646804,8,830273,1
promotions,879690,4,929566,2
prompt,738755,4,681928,0
prompts,875926,0,875926,0
pronunciation,719939,6,904547,0
proof,952194,6,752973,1
proof-system,738652,2,924327,0
propagation,932665,1,932665,1
propel,936052,2,599566,0
proper,787718,2,787718,2
properties,601621,13,956604,-1
propertiesûsettings,928256,0,928256,0
property,839066,5,609498,0
property-file,565932,3,565932,3
property-notification,709683,0,709683,0
property-search,774394,0,774394,0
property-values,576080,1,576080,1
propertyconfigurator,875663,0,875663,0
propertydescriptor,735817,1,744774,0
propertyeditor,939620,0,939620,0
propertygrid,744999,3,590012,0
propertyinfo,734295,1,734295,1
propertysheet,688337,2,688337,2
proprietary-software,806755,3,698002,-3
pros-cons,718638,4,778510,0
protected,902922,4,836776,0
protected-folders,837009,0,837009,0
protection,657676,3,583427,0
protege,851332,0,851332,0
protege4,838447,0,838447,0
protein-database,740476,0,740476,0
protobuf,881734,4,881734,4
protobuf-net,583182,2,675349,1
protocol,617616,4,786969,-1
protocol-buffers,678289,5,684390,0
protocol-handler,796748,3,796748,3
protocols,815758,8,893634,-1
prototypal,822014,0,822014,0
prototype,879061,13,766986,-1
prototype-oriented,572897,2,572897,2
prototypejs,919707,1,919707,1
provider,903187,2,596028,0
provider-independent,772381,0,772381,0
provider-model,623090,1,917128,0
providerguid,607345,0,607345,0
providerpattern,859523,3,859523,3
providers,622269,1,770424,0
provideruserkey,774262,0,774262,0
provisioning,798592,2,609486,0
proximity,635421,1,613144,0
proxool,605876,0,605876,0
proxy,564550,3,773637,-2
proxy-classes,841231,1,564589,0
proxy-error,752108,0,752108,0
proxy-servers,638382,1,638382,1
proxy-settings,571429,2,571429,2
proxypass,569861,0,569861,0
proxyûpac,621004,1,621004,1
ps,564695,1,701927,-1
ps3,715655,5,588061,0
pscustomobject,618749,2,618749,2
psd,777153,2,646280,0
pseudo-class,797309,0,797309,0
pseudo-random-numbers,584566,7,617449,0
pseudo-selector,654295,2,654295,2
pseudocode,660972,36,646569,0
psexec,714303,0,599620,-1
pshost,636722,0,636722,0
psi,836348,0,836348,0
psiphon,665872,0,665872,0
psp,632624,1,860779,-1
psql,632317,2,854200,0
pst,577904,8,855806,0
pstricks,762754,0,762754,0
psychology,646533,5,651459,-15
psychtoolbox,798992,1,798992,1
psyco,575385,11,575385,11
psycopg2,793679,0,793679,0
pta,738445,0,738445,0
pthread,577133,4,611672,0
pthreads,637824,5,644230,0
ptr,688799,1,688799,1
ptr-vector,880463,0,880463,0
ptrace,865106,3,870103,2
pty,864826,1,864826,1
pub-sub,665515,0,665515,0
public,693543,6,759252,-1
public-fields,632831,8,632831,8
public-html,959313,0,959313,0
public-key-encryption,690566,3,690566,3
public-synonyms,899562,0,899562,0
publicdomain,783493,1,783493,1
publicity,687218,1,687218,1
publickey,827518,2,922023,0
publish,699173,2,580817,0
publish-subscribe,600256,1,813700,0
publisher,596439,1,596439,1
publishing,642851,5,596829,0
pubsub,605629,0,605629,0
pull,842915,2,884016,0
pullingmyhairout,606660,1,606660,1
pulse,762692,0,762692,0
pulseaudio,664005,2,664005,2
punctuation,719471,1,719471,1
purchase,688842,0,621062,-3
pure,693628,2,917612,1
pure-data-structures,881867,3,881867,3
pure-function,609352,1,609352,1
pure-virtual,920500,2,703516,0
purely-functional,932721,7,932721,7
puremvc,630949,1,696818,0
push,620253,3,678504,0
put,797834,5,871431,0
put-method,904001,2,904001,2
putty,736004,6,575345,0
puzzle,746082,39,844867,-3
pv3d,693774,0,693774,0
pvcs,713538,2,713538,2
pwa,836348,0,836348,0
pwd,764518,0,764518,0
pxsl,606485,1,606485,1
py2app,868510,3,868510,3
py2exe,582449,4,814078,0
pyamf,647888,1,631436,0
pyblosxom,881319,0,881319,0
pycurl,872844,1,568247,0
pydev,925832,7,566819,1
pyexcelerator,778093,1,778093,1
pygame,576634,3,793341,-1
pyglet,896548,1,818360,0
pygments,624345,0,624345,0
pygtk,748872,2,575924,0
pyinstaller,702395,3,702395,3
pyisapie,853755,0,853755,0
pykde,794759,0,794759,0
pylab,915940,1,620428,0
pylinda,626537,3,626537,3
pylint,709490,2,816391,0
pylons,783488,4,574140,0
pynotify,778660,2,778660,2
pyobjc,666148,6,934628,0
pyodbc,768312,3,827502,0
pyopengl,851587,2,851587,2
pyparsing,634432,2,634432,2
pypi,646515,2,646515,2
pypy,619437,9,852049,3
pyqt,569650,4,575294,0
pyqt4,674067,2,592404,0
pyqwt,899658,1,899658,1
pyro,853421,2,853421,2
pys60,595290,3,585957,0
pyscripter,797754,0,797754,0
pyserial,771988,0,771988,0
pysolr,572599,2,572599,2
pysqlite,774772,1,609516,0
pysvn,683278,0,683278,0
python,746082,39,746729,-7
python-c-api,573487,2,573275,0
python-datamodel,622161,3,928990,0
python-gil,795405,4,795405,4
python-imaging-library,849654,3,667016,0
python-import,598668,0,598668,0
python-interpreter,591520,5,755070,0
python-module,606561,5,598668,0
python-mysqldb,621968,2,621968,2
python-server-pages,632624,1,632624,1
python-socketserver,711002,1,711002,1
python2û4,662641,0,662641,0
python2û5,607186,14,617892,-1
python2û6,905189,4,874988,0
python3,957773,1,957773,1
python3û0,663544,19,929169,-1
pythoncard,916435,0,916435,0
pythonic,682504,13,782605,0
pytz,689831,3,712322,0
pyunit,767377,1,767377,1
pywikipedia,900306,1,910219,0
pywin32,768312,3,860428,0
pywinauto,656779,0,656779,0
pyxml,687679,0,687679,0
qa,803197,6,641912,0
qbfc,630854,1,821958,0
qbxml,821958,0,821958,0
qcodo,591865,1,591865,1
qgis,637079,1,637079,1
qgraphicsview,925934,0,925934,0
qimage,885906,2,857962,1
qlistview,948444,0,948444,0
qlistwidget,948444,0,948444,0
qmail,642632,0,642632,0
qmake,679094,1,758290,0
qos,583532,1,583532,1
qpainter,842782,1,917391,0
qpicture,792521,1,792521,1
qpixmap,614242,1,614242,1
qprogressbar,838714,0,838714,0
qpthreads,742034,0,742034,0
qsort,584683,4,789915,1
qsub,707981,3,638202,0
qt,604917,10,846015,-4
qt-creator,760323,6,914000,1
qt-designer,852224,0,852224,0
qt4,843035,2,696068,-1
qtableview,753938,0,753938,0
qtablewidget,915352,1,915352,1
qtconcurrent,621776,3,621776,3
qtgui,680844,0,680844,0
qtkit,781087,1,622567,0
qtp,895342,4,686358,0
qtreewidget,788080,2,841096,1
qtruby,611321,0,611321,0
qtwebkit,943554,0,943554,0
quad-core,876859,1,876859,1
quad-linked-list,797687,3,797687,3
quadratic,898076,4,573522,2
qualified-name,741184,3,741184,3
qualifiers,576883,1,576883,1
quality,572620,18,726565,0
quality-assurance,673128,3,836487,0
quality-center,610749,0,610749,0
quantifier,919135,2,919135,2
quantization,599976,0,599976,0
quantum,910935,8,947577,0
quantum-computing,947577,0,947577,0
quartz,877217,2,876445,0
quartz-graphics,583202,4,576424,0
quartz-scheduler,698352,2,618265,0
quartzcomposer,633745,2,723968,0
quaternion,764313,1,832805,0
quaternions,573795,1,788226,0
quercus,794250,5,777356,2
queries,863790,3,733408,0
query,608992,12,752260,-4
query-builder,772381,0,772381,0
query-equivalence,920365,0,920365,0
query-execution-plans,626603,5,866722,1
query-expressions,796246,0,796246,0
query-optimization,608992,12,895195,-1
query-parameters,583138,-1,583138,-1
query-parser,601928,2,601928,2
query-string,850187,1,789755,0
queryanalyzer,836526,1,927102,0
querying,937388,0,937388,0
querystring,829080,6,576638,-1
question,792908,12,642437,0
question-unclear,746554,0,746554,0
