Tag,aid_highest,Highest_Answer_Rating,aid_lowest,Lowest_Answer_Rating
pod,717787,0,717787,0
pod2html,717787,0,717787,0
podcast,612911,39,900891,0
podcast-producer,784808,0,784808,0
podcasts,871648,1,871665,0
poedit,874428,1,922542,0
poi,597603,6,791552,-1
poi-hssf,893602,2,611506,0
point,604270,3,631356,0
point-in-time,706256,2,706325,1
point-of-sale,580086,3,608954,0
point-of-service,608954,0,608954,0
point-sprites,910141,1,910141,1
point3d,894984,2,894995,-1
pointer,646001,25,627243,-9
pointer-arithmetic,759676,18,784771,-3
pointer-to-member,705976,8,861179,0
pointers,670359,29,653448,-3
pointfree,907447,16,907447,16
points,573465,4,573460,0
poisson,750356,4,750380,0
pojo,739760,7,674436,-2
poker,908055,9,609182,0
policy,871334,2,707290,0
policy-injection,872777,5,872744,2
policy-server,671740,3,674038,0
policyfiles,707074,1,707074,1
politics,954966,14,638620,0
poll,888272,176,888423,-8
polling,937729,14,668176,0
polls,615596,24,951858,-2
polygon,576187,6,624142,-1
polygons,776277,8,776276,0
polymorphic,713697,1,599455,0
polymorphic-associations,922341,4,680172,1
polymorphism,888313,18,613657,-5
polynomial-math,573537,6,651667,0
polynomialtime,766539,2,766426,0
pom,754318,1,755408,0
pool,959307,2,940272,-1
pooling,738248,0,738248,0
poorly-formulated,787957,0,787957,0
pop,803927,1,803909,-1
pop-up,853554,2,710997,0
pop-ups,709567,7,707957,0
pop3,718824,8,718834,-3
popen,617451,4,589104,0
poplib,625175,3,618688,0
popover,655159,2,655159,2
popularity,597602,15,744317,-4
populate,822538,5,624393,0
populationcount,698014,13,698088,-2
popup,759062,11,703114,-1
popup-balloons,697752,1,697752,1
popups,824080,1,824080,1
popupwindow,718642,6,718589,0
port,687897,5,607074,0
port-triggering,708987,1,710495,0
portability,927717,29,733443,-3
portable,616695,11,567085,0
portable-apps,936187,17,766022,0
portable-contacts,694349,3,694349,3
portable-database,575183,4,575307,0
portable-executable,886079,0,886079,0
portal,849217,4,583624,0
portal-server,713264,2,713308,0
portal-system,785691,1,785317,0
portfolio,617039,11,741940,-1
portfolio-management,655931,2,655937,0
portforwarding,572930,0,572930,0
porting,590224,12,647095,-1
portlet,722431,5,697668,0
portlisten,913581,1,913534,0
ports,603796,8,571541,0
portuguese,582579,1,582579,1
pos,794521,3,794599,0
position,913289,4,606708,0
positioning,749577,6,946575,-1
posix,860156,9,948137,-3
possible-bug,768045,2,768226,0
post,854212,27,854221,-3
post-build-event,922914,4,922694,-2
post-commit,650241,4,697007,-2
post-data,870058,2,870043,0
post-method,790773,1,800073,0
post-redirect-get,920783,1,919655,0
post-webform,643127,2,643127,2
postal-code,893489,15,578437,0
postback,760919,10,568798,0
postbackurl,853904,2,655918,0
postbuild-event,834280,3,642955,0
postcode,683431,2,686447,0
postdata,570027,6,570039,2
postfix,894812,12,607588,0
postfix-notation,789861,2,789861,2
postgis,586471,3,586506,0
postgresql,831910,16,728046,-3
postinfo,752879,1,752879,1
postmessage,582133,3,582139,0
postmortem-debugging,733978,3,741729,1
postscript,816509,4,639876,0
postsharp,616652,2,700545,-1
potrait,734169,0,734169,0
power,839602,3,631356,0
power-aware,955333,2,955333,2
power-law,918782,5,703964,0
power-management,789052,2,705260,-5
power-off,604803,2,624724,0
power-saving,726605,4,726605,4
powerbuilder,833026,6,643826,-2
powercobol,812909,1,812909,1
powermanagement,868226,0,867845,-1
powerpc,612406,3,612406,3
powerpoint,825386,5,594315,0
powershell,573861,38,574444,-4
powershell-v1û0,802421,3,802389,0
powershell-v2û0,742280,8,570354,0
pox,570206,2,893851,0
pp,837410,2,837414,1
ppc,911037,0,911037,0
ppp,708318,2,791550,-1
pppoe,708318,2,704342,0
practical,807397,9,842423,-2
practice,602781,8,602830,-2
practices,805727,1,949877,0
pragma,876578,11,942247,0
pragmatic-programming,903004,15,597433,0
pre,575121,1,575121,1
pre-buildevent,768307,4,877307,0
pre-commit,884618,8,681058,0
pre-commit-hook,884389,3,590842,1
pre-compilation,884230,10,884191,-8
pre-release,713768,5,713758,-1
prebuild,635358,0,635358,0
precedence,776529,4,776528,0
precision,697278,18,759405,-1
precompiled,639027,2,638955,0
precompiled-headers,688091,9,688109,-1
predicate,603847,9,791939,-1
predict,564214,0,564214,0
prediction,758124,5,726597,0
preemption,817094,4,817088,0
preferences,675880,3,831815,-1
preferred-solution,912971,9,644703,0
prefetch,785090,2,716866,0
prefix,894812,12,856995,0
preformance-tuning,645758,1,645758,1
prefuse,849870,3,591847,-1
preg,694356,3,570447,0
preg-match,749463,7,683715,0
preg-match-all,948824,8,586542,0
preg-quote,701292,2,701787,0
preg-replace,828675,8,828661,-2
preg-replace-callback,701292,2,701787,0
preload,841030,5,775064,0
preloader,728377,5,761167,-1
premature-optimization,734175,25,734177,-1
prempt,705216,2,705219,1
prepared-statement,616156,10,597297,0
preprocessing,938866,0,938866,0
preprocessor,652945,52,606666,-2
preprocessor-abuse,652945,52,755034,-1
preprocessor-directives,645171,7,645221,0
prerequesthandler,660091,1,660091,1
prerequisites,569896,1,687571,0
presentation,675346,7,675436,-1
presentation-layer,821300,7,723575,0
presentation-model,793813,1,788287,0
presentations,748404,38,569448,0
presenter,627700,1,627700,1
presenter-first,705312,1,705312,1
pretty-print,669165,12,734690,-1
pretty-url,634048,2,841110,0
prettyprint,798417,6,798363,0
prevention,638506,19,638503,0
preview,749318,15,817251,0
previous-installation,775521,3,775521,3
prezi,640456,1,640456,1
pricing,639233,7,641158,0
primary,592486,4,592511,0
primary-interop-assembly,605267,0,605267,0
primary-key,718200,44,870386,-1
primary-key-design,925293,8,887176,0
primarykey,829306,3,829300,0
primavera,571017,0,571017,0
prime,886557,9,567266,-2
prime-factoring,929719,6,903571,0
prime-number,898749,10,719354,0
prime-numbers,586310,8,586314,0
primes,791813,37,926552,0
primitive,952176,20,805881,-2
primitive-types,630826,7,630925,-1
primitives,735843,18,735952,0
principal,770445,0,770445,0
principalpermission,787689,1,787689,1
principles,842104,8,751671,0
print,945037,19,709408,-1
print-css,765358,6,765466,1
print-driver,721845,2,721845,2
print-screen,700750,1,700750,1
print-webpage,813620,1,813609,0
printer,887817,5,631464,0
printers,737816,2,676758,-1
printf,757658,19,760141,-2
printing,765358,6,879347,-4
printing-web-page,616213,6,658905,1
printscreen,836871,2,697090,0
printstream,852877,11,855233,1
priorities,951042,6,951201,-2
priority,590993,6,619586,0
priority-encoder,757266,15,757119,-3
priority-queue,684680,9,602461,0
prism,602242,3,602411,0
privacy,897604,7,606482,0
private,844670,37,612838,-1
private-constructor,708959,3,709015,1
private-header,958677,11,958684,0
private-members,726103,18,676957,0
private-messaging,764320,1,764320,1
private-methods,717511,7,717557,0
privatebinpath,806477,1,806477,1
privatekey,688822,3,881276,0
privateobject,917560,0,917560,0
priveleges,668397,3,671368,0
privilege-elevation,852895,3,852895,3
privileges,910297,8,749058,0
prng,894731,8,674124,-1
probability,650374,18,688718,-2
probably-homework,909961,18,909971,-1
problem,938825,9,662494,-2
problem-domain,574947,1,574947,1
problem-solving,654787,22,655178,-2
problems,582967,15,580094,0
proc,825513,2,626973,0
proc-datasets,802599,3,803612,1
proc-sql,802599,3,803612,1
procdure,732919,1,734764,0
procedural,811104,4,811109,0
procedural-generation,611124,5,914611,0
procedural-music,850432,2,850438,0
procedural-programming,674765,22,675131,-1
procedure,721107,23,803634,-1
procedures,711269,2,710317,0
proces,875827,1,875827,1
process,922265,25,855570,-4
process-control,752255,2,954215,0
process-elevation,707515,1,707515,1
process-global,670005,4,670010,0
process-improvement,933219,5,789712,0
process-management,889493,0,889493,0
process-migration,787570,3,787570,3
process-template,919133,0,919133,0
process-tree,604527,6,604617,0
processes,637176,12,865165,-1
processid,648413,12,648414,0
processing,793830,14,793842,-2
processing-efficiency,672315,8,672312,0
processing-js,843953,1,843844,0
processing-language,786590,6,786568,0
processing-time,628238,3,628247,1
processingûjs,857013,1,881253,0
processlist,929624,1,929621,0
processor,824891,15,801189,-1
processor-usage,579260,0,579260,0
processors,877918,7,877932,0
processstartinfo,733970,0,733970,0
processvaluechange,677114,0,677114,0
processûstart,884064,3,884064,3
producer-consumer,826166,9,681814,0
product,615277,49,615240,-2
product-distribution,613964,1,613964,1
product-management,752514,5,590382,0
product-owner,747780,1,747780,1
product-recommendation,656411,3,656406,0
product-review,754947,0,754947,0
product-selection,591156,7,591259,0
production,856408,15,626353,0
production-environment,661771,5,639688,0
productivity,741584,144,742257,-12
productivity-enhancing,853126,1,853126,1
productivity-tools,805873,1,805877,0
profession,931166,10,931163,0
professional,931035,3,931080,0
professional-development,566805,40,567712,-1
professional-experience,801312,14,681141,-2
professionalism,651806,6,651814,0
profile,654180,8,567213,-1
profiler,612736,6,607240,0
profilers,691816,5,691804,-2
profiles,874910,1,653056,0
profiling,582337,30,692579,-1
profilingtools,619904,6,622284,0
profit,938660,8,928727,0
program,843913,8,911584,0
program-design,947888,9,951166,1
program-flow,682642,2,682612,0
program-management,570326,13,570233,0
programatically,893739,3,735510,-1
programatically-access,625284,3,882321,1
programmable-completion,593035,1,593031,0
programmatic,809462,0,809462,0
programmatically,589143,2,566826,0
programmer,806681,126,889458,-4
programmer-efficiency,820373,7,820379,-1
programmer-employment,824193,6,806306,1
programmer-related,599813,2,599779,0
programmer-skills,755832,14,747058,-1
programmer-tools,939439,10,939456,-1
programmers,766460,18,766709,-5
programming,700214,345,888423,-8
programming-books,832951,4,832949,0
programming-by-contract,599001,3,599654,0
programming-conferences,727057,3,727051,0
programming-contest,822559,7,822561,1
programming-decisions,779586,4,779563,1
programming-fundamentals,684659,45,684665,-4
programming-history,632182,3,632264,0
programming-internships,597512,7,597910,0
programming-language,604080,3,604165,0
programming-languages,585236,33,925429,-12
programming-methodology,720755,3,720716,0
programming-paradigms,567605,4,567625,0
programming-related,753441,1,753468,-1
programming-style,856900,24,856902,-3
programming-terms,719940,50,905949,-1
programming-theory,805775,12,805801,0
programming-tools,764975,1,764932,0
programmming,599122,9,599092,0
programs-for-dvorak,620838,2,635900,0
progress,879258,7,613613,0
progress-4gl,825116,1,825044,0
progress-bar,597415,4,588097,0
progressbar,687815,5,815370,-1
progressive-download,599475,11,672945,0
progressive-enhancement,888860,3,569641,0
progresstracker,595152,5,595151,0
proguard,662361,3,886666,1
project,630355,9,892776,-3
project+,583789,2,583810,1
project-2007,751647,1,751647,1
project-euler,582337,30,683594,-2
project-failure,803122,2,804704,1
project-file,777122,1,777122,1
project-handoff,678618,2,678618,2
project-hosting,787425,2,787430,0
project-ideas,742797,12,732383,0
project-leader,629440,8,629579,0
project-management,820706,42,806280,-3
project-management-tools,689448,6,689781,-1
project-organization,779402,10,572543,0
project-planning,730794,12,689781,-1
project-reference,831843,1,767738,0
project-server,690364,1,690364,1
project-structure,848282,3,848960,0
project-template,614416,0,614416,0
projection,850239,9,631121,0
projector,866574,2,866579,1
projects,690191,23,573233,0
projects-and-solutions,760011,19,588287,0
projects-organization,647467,1,647534,0
projectstartup,881610,2,881608,0
projecttemplate,794666,0,794666,0
prolog,630413,9,741867,-2
promoting,646823,4,830308,-1
promotions,879720,3,879701,0
prompt,738770,8,813269,-1
prompts,875987,1,875987,1
pronunciation,719940,50,905949,-1
proof,952202,14,952673,-2
proof-system,738672,4,739655,0
propagation,932671,1,932675,0
propel,600588,1,599882,0
proper,787719,10,787767,0
properties,694721,38,710373,-7
propertiesûsettings,928485,1,928650,0
property,811380,11,595817,-1
property-file,565996,4,565977,0
property-notification,709829,0,709829,0
property-search,774428,1,774516,0
property-values,576119,2,576120,-1
propertyconfigurator,875705,3,926025,0
propertydescriptor,757367,3,735824,0
propertyeditor,944097,2,944097,2
propertygrid,823703,3,928005,-1
propertyinfo,734302,5,735824,0
propertysheet,688407,4,688846,-3
proprietary-software,698016,6,698269,1
pros-cons,722090,6,592042,0
protected,686922,12,687537,-2
protected-folders,837039,1,837132,0
protection,658077,15,592362,0
protege,906279,0,906279,0
protege4,838795,0,838795,0
protein-database,740518,2,740518,2
protobuf,881856,2,884271,1
protobuf-net,583490,1,826436,0
protocol,594408,14,718834,-3
protocol-buffers,647795,5,804634,-1
protocol-handler,796780,5,796770,2
protocols,818127,8,601773,0
prototypal,822042,4,822045,0
prototype,816075,13,572641,-2
prototype-oriented,572996,4,572913,0
prototypejs,919737,0,919737,0
provider,682797,3,596677,0
provider-independent,772465,1,772400,0
provider-model,623126,2,660244,0
providerguid,607412,0,607412,0
providerpattern,859714,3,859578,0
providers,622323,2,879300,0
provideruserkey,774283,0,774283,0
provisioning,609545,2,613784,0
proximity,613215,0,613215,0
proxool,612215,1,914863,0
proxy,752098,7,617280,-1
proxy-classes,841542,1,566057,0
proxy-error,752130,2,752130,2
proxy-servers,638410,2,638407,1
proxy-settings,573414,2,571520,1
proxypass,569982,2,626798,0
proxyûpac,623003,1,946769,0
ps,791927,4,564709,-2
ps3,739447,8,588206,0
pscustomobject,618797,5,670622,1
psd,851244,3,646290,0
pseudo-class,797343,4,797332,1
pseudo-random-numbers,584574,13,584577,-1
pseudo-selector,654332,1,654332,1
pseudocode,660978,72,739187,-1
psexec,599643,0,599643,0
pshost,766120,1,643650,0
psi,889644,1,889644,1
psiphon,665919,1,665915,0
psp,632732,1,632664,0
psql,721397,2,854244,0
pst,577938,1,577931,0
pstricks,810438,2,810438,2
psychology,646541,6,646848,0
psychtoolbox,799084,1,799084,1
psyco,575433,5,575829,0
psycopg2,794213,2,930884,0
pta,738466,1,738455,0
pthread,622899,8,577717,0
pthreads,794470,12,774452,-2
ptr,688825,2,688825,2
ptr-vector,880521,1,880538,0
ptrace,865134,1,873456,0
pty,865279,1,865279,1
pub-sub,665544,0,665544,0
public,656699,7,693583,0
public-fields,632839,4,632833,1
public-html,959358,1,959329,0
public-key-encryption,690672,4,696189,1
public-synonyms,899740,1,899740,1
publicdomain,783609,3,783524,1
publicity,687234,2,692805,0
publickey,955078,0,955078,0
publish,784824,3,580820,0
publish-subscribe,600281,1,722063,0
publisher,596606,2,688996,0
publishing,851068,11,611029,0
pubsub,607627,1,614473,0
pull,842959,4,884035,0
pullingmyhairout,606676,5,606715,1
pulse,762707,1,901183,0
pulseaudio,664026,10,664122,1
punctuation,719561,1,719511,0
purchase,621118,6,621079,0
pure,693775,7,917733,0
pure-data-structures,885510,1,885510,1
pure-function,609360,5,609365,0
pure-virtual,703536,8,703526,-1
purely-functional,932945,5,932734,0
puremvc,703553,1,727086,0
push,620906,4,640741,0
put,797853,8,871449,-1
put-method,904013,7,908126,1
putty,575189,8,577053,0
puzzle,661121,96,679985,-3
pv3d,693856,1,693856,1
pvcs,713582,2,713596,-1
pwa,889644,1,889644,1
pwd,921762,5,922315,0
pxsl,607616,1,607616,1
py2app,868549,1,888551,0
py2exe,599068,9,862748,0
pyamf,648050,2,861074,0
pyblosxom,881381,1,881347,0
pycurl,872876,2,872861,0
pydev,567183,1,592953,0
pyexcelerator,778282,1,779599,0
pygame,595951,12,591824,0
pyglet,896756,1,821281,0
pygments,624532,1,624477,0
pygtk,614449,3,916980,-1
pyinstaller,870713,6,872269,1
pyisapie,856894,1,856894,1
pykde,797398,0,797398,0
pylab,915982,4,668633,0
pylinda,628966,1,628966,1
pylint,756183,8,709666,0
pylons,589127,7,827438,-1
pynotify,778871,1,778674,-4
pyobjc,667584,4,922647,-1
pyodbc,768500,3,913414,0
pyopengl,851659,1,851659,1
pyparsing,634460,5,634725,1
pypi,779790,2,646524,0
pypy,619544,17,619466,0
pyqt,782462,6,924771,-1
pyqt4,674149,5,671884,0
pyqwt,931562,2,957048,0
pyro,853611,5,854088,1
pys60,595330,3,669159,-1
pyscripter,802044,1,802044,1
pyserial,772091,2,919620,0
pysolr,573082,2,572725,1
pysqlite,611619,1,610761,0
pysvn,749823,1,749823,1
python,579862,37,627736,-11
python-c-api,940741,6,573300,0
python-datamodel,612668,14,612676,0
python-gil,797218,3,797218,3
python-imaging-library,849694,5,849687,0
python-import,598686,5,598674,1
python-interpreter,684186,12,685040,0
python-module,606998,8,712154,0
python-mysqldb,621972,7,621972,7
python-server-pages,632732,1,632664,0
python-socketserver,711065,0,711065,0
python2û4,923127,3,663054,1
python2û5,607298,11,607296,0
python2û6,656184,11,645958,0
python3,957843,2,961165,0
python3û0,766655,20,917992,-1
pythoncard,942839,1,917752,0
pythonic,682513,32,782321,-1
pytz,689901,3,712373,0
pyunit,767442,1,767442,1
pywikipedia,900320,1,900381,0
pywin32,669790,4,670867,-2
pywinauto,657105,1,657105,1
pyxml,687688,2,687688,2
qa,779402,10,593617,0
qbfc,821917,0,821917,0
qbxml,832170,0,832170,0
qcodo,591935,4,592042,0
qgis,637716,1,843417,0
qgraphicsview,929402,1,926184,0
qimage,858013,3,900270,0
qlistview,949106,3,949106,3
qlistwidget,949106,3,949106,3
qmail,642808,0,642808,0
qmake,914225,4,775875,0
qos,583598,1,583585,0
qpainter,917548,3,843417,0
qpicture,793355,1,792547,0
qpixmap,614275,1,614275,1
qprogressbar,839770,4,839334,1
qpthreads,742088,1,742048,-1
qsort,584701,9,584687,0
qsub,707989,12,638217,1
qt,771018,22,922404,-2
qt-creator,914100,9,733662,0
qt-designer,852349,1,852349,1
qt4,863949,6,943544,-1
qtableview,753957,2,753957,2
qtablewidget,921195,1,919711,0
qtconcurrent,621781,9,621787,-1
qtgui,683359,2,681143,0
qtkit,622650,2,792000,0
qtp,901364,5,901392,-1
qtreewidget,788161,2,788146,0
qtruby,611362,0,611362,0
qtwebkit,951080,1,943608,0
quad-core,876873,3,876878,0
quad-linked-list,797717,4,797718,1
quadratic,573537,6,573529,1
qualified-name,741238,5,741353,3
qualifiers,576902,1,576902,1
quality,572673,32,569953,-1
quality-assurance,673163,6,673181,0
quality-center,686587,2,803544,0
quantifier,919142,3,919351,0
quantization,600016,4,599993,0
quantum,911562,17,911054,-2
quantum-computing,947892,3,947582,1
quartz,913500,5,877269,0
quartz-graphics,700925,5,700225,-1
quartz-scheduler,760439,3,824794,0
quartzcomposer,687323,1,724021,0
quaternion,764401,4,764344,0
quaternions,607951,1,573810,0
quercus,796056,2,777596,0
queries,863812,4,640563,-1
query,852589,19,651219,-4
query-builder,772465,1,772400,0
query-equivalence,921087,0,921087,0
query-execution-plans,626651,2,626614,0
query-expressions,796260,2,796263,0
query-optimization,609055,7,940656,-1
query-parameters,583176,3,583189,0
query-parser,602000,1,602000,1
query-string,850203,3,877315,-1
